community,year,BATTERY,HOMICIDE,OFFENSE INVOLVING CHILDREN,NARCOTICS,PROSTITUTION,INTERFERENCE WITH PUBLIC OFFICER,MOTOR VEHICLE THEFT,BURGLARY,GAMBLING,HUMAN TRAFFICKING,DECEPTIVE PRACTICE,CRIM SEXUAL ASSAULT,ARSON,WEAPONS VIOLATION,NON-CRIMINAL,PUBLIC INDECENCY,PUBLIC PEACE VIOLATION,NON-CRIMINAL (SUBJECT SPECIFIED),ASSAULT,CRIMINAL TRESPASS,ROBBERY,KIDNAPPING,OTHER NARCOTIC VIOLATION,NON - CRIMINAL,STALKING,OBSCENITY,LIQUOR LAW VIOLATION,OTHER OFFENSE,SEX OFFENSE,CRIMINAL DAMAGE,THEFT,INTIMIDATION,CONCEALED CARRY LICENSE VIOLATION,name,price_nx_yr
63,2018,394,3,26,89,0,8,101,116,0,1,112,15,4,62,0,0,12,0,162,40,81,6,0,0,2,1,2,152,11,269,394,2,1,gage park,110.43333329999999
64,2011,233,0,18,60,0,0,34,164,0,0,54,3,4,8,0,0,14,0,99,17,18,1,0,0,0,1,4,111,10,240,245,1,0,clearing,110.1090909
64,2012,236,0,9,54,0,3,38,106,0,0,72,3,2,6,0,0,11,0,72,16,23,1,0,0,2,1,5,123,4,234,254,3,0,clearing,116.43333329999999
64,2013,182,1,23,46,0,4,41,102,0,0,79,7,1,4,0,1,7,0,59,27,16,1,0,0,1,0,2,83,5,199,223,2,0,clearing,131.725
64,2014,142,2,20,53,0,5,35,69,0,0,86,2,3,3,0,0,13,0,62,13,14,1,0,0,0,0,1,94,7,135,239,1,0,clearing,139.525
64,2015,151,0,23,38,0,2,43,78,1,0,80,10,2,6,0,0,8,0,53,11,27,3,0,1,2,1,0,68,6,150,172,2,0,clearing,149.875
64,2016,151,1,14,20,0,2,47,92,0,0,101,5,2,4,0,1,4,0,57,27,26,1,0,0,0,0,1,86,5,126,193,0,0,clearing,165.0166667
64,2017,156,1,13,26,0,4,34,68,0,0,74,5,1,4,0,0,1,0,54,14,16,0,0,0,1,0,0,79,1,169,176,1,0,clearing,171.83333330000002
64,2018,165,1,8,20,0,1,46,57,0,0,98,3,2,3,0,0,4,0,63,20,16,0,0,0,1,1,0,92,8,139,211,1,0,clearing,169.9
65,2011,302,0,26,139,0,6,161,308,0,0,93,12,2,9,0,0,15,0,127,19,110,6,0,0,2,1,4,133,12,410,785,0,0,west lawn,89.57272727
65,2012,326,1,42,72,0,3,152,197,0,0,108,8,7,9,0,0,9,0,111,21,94,1,0,0,2,1,8,142,11,324,797,2,0,west lawn,95.86666667
65,2013,272,2,20,93,0,0,89,199,0,0,98,13,4,18,0,0,17,0,85,30,101,3,0,0,3,0,4,125,12,299,768,1,0,west lawn,108.74166670000001
65,2014,215,1,19,100,9,5,87,153,0,0,111,8,4,10,0,1,13,0,111,26,56,4,0,0,0,0,7,123,14,276,752,1,0,west lawn,118.2
65,2015,277,0,36,69,0,1,117,143,0,0,119,7,5,6,1,0,14,0,97,24,65,1,0,0,1,1,3,128,7,278,655,0,0,west lawn,125.875
65,2016,303,5,30,43,0,3,99,177,0,0,147,8,15,9,0,0,4,0,107,31,101,0,0,0,2,2,2,136,6,352,556,2,0,west lawn,138.325
65,2017,254,1,33,55,0,3,93,124,0,0,125,10,6,17,0,0,11,0,109,31,87,5,0,0,1,0,2,120,5,283,498,1,0,west lawn,142.54166669999998
65,2018,283,0,23,37,0,5,90,153,0,0,100,12,2,23,0,0,3,1,126,37,50,3,0,0,2,0,1,117,8,207,489,3,0,west lawn,140.83333330000002
66,2011,1806,19,79,1510,67,30,564,969,24,0,194,37,20,152,0,0,159,0,605,215,450,11,0,0,4,1,13,537,30,1020,1447,2,0,chicago lawn,37.07272727
66,2012,1601,23,72,1129,56,47,411,692,22,0,255,49,15,167,0,0,151,0,532,251,415,6,0,0,1,0,6,419,27,902,1342,4,0,chicago lawn,39.01666667
66,2013,1454,9,79,809,34,46,285,552,25,0,207,41,12,105,0,0,126,0,479,183,348,14,0,0,5,0,2,444,26,773,1241,0,0,chicago lawn,46.6
66,2014,1251,20,61,652,22,50,245,516,20,0,298,52,10,113,0,0,126,0,395,149,254,5,0,4,2,1,3,457,23,700,1056,1,0,chicago lawn,54.875
66,2015,1261,11,71,617,16,57,287,411,13,0,296,38,11,101,0,0,80,0,407,126,244,3,0,1,3,1,2,583,21,682,877,1,0,chicago lawn,64.85833333
66,2016,1282,20,63,242,1,15,268,514,17,0,283,30,22,91,2,0,31,0,457,112,287,5,0,0,2,1,6,405,25,782,874,1,0,chicago lawn,67.26666667
66,2017,1228,20,59,226,1,25,253,420,12,0,306,38,13,129,3,0,25,0,460,126,279,2,0,0,2,3,3,450,20,743,903,3,2,chicago lawn,77.26666667
66,2018,1247,20,63,236,1,28,273,326,4,0,277,25,8,114,1,0,21,0,578,94,279,7,0,0,3,3,5,398,18,654,982,3,2,chicago lawn,85.16666667
67,2011,2242,29,56,1392,88,51,396,948,50,0,202,50,19,264,0,0,92,0,746,317,426,9,0,0,2,0,8,548,26,1211,1647,5,0,west englewood,10.65454545
67,2012,2228,20,61,1373,138,65,328,743,54,0,209,55,12,225,0,0,114,0,654,266,449,10,0,0,6,0,6,436,21,975,1533,6,0,west englewood,10.60833333
67,2013,2004,21,50,1095,43,62,297,577,64,0,204,33,12,173,0,0,129,0,595,258,465,11,0,0,3,2,2,483,20,879,1532,3,0,west englewood,11.525
67,2014,1747,28,55,1024,16,68,213,437,23,1,239,44,25,206,0,0,114,0,588,178,303,11,0,0,1,1,2,426,19,733,1100,4,1,west englewood,11.33333333
67,2015,1674,19,75,1165,64,79,229,360,30,1,279,40,17,188,0,0,71,0,512,126,262,7,0,0,2,1,3,629,29,769,899,3,4,west englewood,17.09166667
67,2016,1655,37,60,516,19,50,263,464,23,1,267,42,25,204,0,0,52,0,587,156,354,5,0,0,5,0,2,500,21,800,886,2,2,west englewood,21.15833333
67,2017,1626,18,69,504,94,50,202,317,14,0,273,44,14,263,1,0,55,0,586,149,294,4,0,0,4,1,0,517,24,888,937,2,0,west englewood,28.25
67,2018,1662,23,81,455,15,59,223,276,8,0,247,33,20,325,1,0,35,0,693,204,265,6,0,0,4,2,4,562,19,759,1071,3,14,west englewood,28.36666667
68,2011,2110,28,70,1009,151,24,376,719,42,0,165,58,20,157,0,1,71,0,677,293,498,8,0,0,2,1,4,438,21,971,1409,6,0,englewood,8.009090909
68,2012,2084,16,59,1049,176,38,320,655,58,0,205,51,17,196,0,0,140,0,626,280,420,1,0,0,2,0,8,354,32,911,1395,2,0,englewood,8.858333333
68,2013,2009,26,68,844,77,66,271,397,28,0,194,48,13,153,0,0,107,0,603,279,405,7,0,0,4,1,5,412,20,789,1372,3,0,englewood,9.15
68,2014,1712,18,57,787,76,54,209,379,14,0,274,46,19,156,0,0,86,0,574,175,357,5,0,0,3,0,2,375,18,625,1089,4,0,englewood,10.74166667
68,2015,1622,22,56,886,112,59,248,353,42,0,250,31,10,172,0,2,80,0,556,150,289,5,0,0,4,0,4,639,24,711,914,1,1,englewood,12.09166667
68,2016,1579,50,52,483,10,50,208,306,10,1,238,27,13,152,0,0,61,0,605,160,307,6,0,0,6,1,1,503,18,661,780,2,2,englewood,16.375
68,2017,1482,29,59,315,68,54,197,231,8,0,202,33,21,257,0,0,46,0,575,134,259,7,0,0,6,3,1,469,24,651,805,4,0,englewood,21.08333333
68,2018,1566,33,62,409,21,49,198,215,3,0,212,37,17,286,0,0,42,0,595,118,201,3,0,0,10,2,5,545,23,663,877,0,15,englewood,23.16666667
69,2011,1869,19,54,1083,9,29,560,655,22,0,243,48,9,161,0,0,63,0,636,351,502,8,0,0,0,2,4,524,17,820,1238,2,0,greater grand crossing,19.47272727
69,2012,1873,20,43,1056,16,35,394,529,18,0,373,42,7,172,0,0,74,0,579,302,514,4,0,0,5,1,8,437,22,873,1333,2,0,greater grand crossing,21.525
69,2013,1719,14,63,804,11,39,300,429,10,0,333,41,9,120,0,0,74,0,540,281,405,6,0,0,3,0,16,457,21,731,1311,1,0,greater grand crossing,28.44166667
69,2014,1500,12,59,606,2,37,223,367,12,1,368,30,13,117,0,0,79,0,511,204,317,8,0,0,6,0,4,506,26,672,1074,2,0,greater grand crossing,30.825
69,2015,1610,18,55,439,4,41,238,387,9,0,309,42,12,129,0,0,72,0,548,164,299,6,0,0,3,2,3,513,28,784,1057,3,0,greater grand crossing,31.41666667
69,2016,1624,33,93,249,1,30,224,359,2,0,305,38,13,101,1,0,35,0,562,181,381,6,1,0,7,0,2,488,18,822,1027,1,2,greater grand crossing,44.61666667
69,2017,1585,22,66,217,0,35,247,334,5,0,270,46,9,161,1,0,39,0,637,148,393,3,0,0,6,0,4,485,31,773,965,0,0,greater grand crossing,50.025
69,2018,1545,16,94,295,0,63,234,281,3,2,260,40,9,234,0,0,34,0,633,132,242,5,0,0,4,0,3,490,15,749,952,2,4,greater grand crossing,46.0
70,2011,463,5,25,220,5,9,179,327,1,0,128,15,2,27,0,0,48,0,174,66,126,6,0,0,0,2,5,227,12,430,636,0,0,ashburn,86.95454545
70,2012,401,7,22,142,2,0,149,301,4,0,139,8,3,31,0,0,37,0,205,62,123,3,0,0,0,0,3,209,11,369,596,1,0,ashburn,92.60833333
70,2013,370,2,28,155,1,4,146,298,1,0,122,12,2,28,0,0,29,0,161,56,137,2,0,0,3,0,1,172,15,434,637,0,0,ashburn,102.33333329999999
70,2014,357,7,29,158,0,1,113,219,1,0,201,14,8,15,0,0,21,0,161,55,78,6,0,0,1,1,1,187,4,364,569,1,0,ashburn,112.33333329999999
70,2015,386,6,24,120,0,6,116,149,1,0,162,13,6,18,0,0,15,0,162,54,81,2,0,3,3,3,2,198,5,321,460,0,0,ashburn,121.96666670000002
70,2016,426,10,22,44,0,6,275,202,0,0,170,15,9,12,0,0,16,0,199,45,125,7,0,0,4,0,2,186,4,386,562,3,0,ashburn,133.4833333
70,2017,448,6,30,33,0,2,188,195,4,0,194,11,3,28,0,0,15,0,169,43,111,1,1,0,0,6,1,165,7,379,468,2,0,ashburn,145.91666669999998
70,2018,450,3,32,40,0,2,107,130,3,0,186,11,4,32,0,0,11,0,207,60,100,3,0,0,3,3,0,193,15,323,485,3,0,ashburn,138.4666667
71,2011,1922,13,81,1454,115,44,536,908,15,0,295,40,17,170,0,0,83,0,654,287,474,13,0,0,4,0,11,617,29,931,1548,5,0,auburn gresham,32.45454545
71,2012,1971,16,69,1296,18,62,390,691,11,0,278,48,12,173,0,1,72,0,641,278,428,3,0,0,4,0,6,518,18,986,1430,1,0,auburn gresham,30.9
71,2013,1825,16,73,1020,63,57,295,460,10,2,285,52,10,151,0,0,76,0,585,209,477,8,1,0,5,0,2,461,28,851,1559,7,0,auburn gresham,34.06666667
71,2014,1783,14,77,762,31,45,279,467,6,0,406,39,12,142,1,0,75,0,584,200,379,5,0,0,4,1,2,521,24,772,1364,1,0,auburn gresham,40.39166667
71,2015,1681,12,64,682,27,51,299,551,9,0,383,41,22,163,0,0,74,0,638,214,370,7,0,0,5,1,4,563,18,888,1074,3,0,auburn gresham,49.375
71,2016,1727,28,95,307,12,39,270,504,7,0,388,45,14,133,0,1,49,0,640,178,383,9,0,0,4,0,2,602,18,989,1154,1,1,auburn gresham,52.025
71,2017,1682,28,80,345,13,43,280,340,6,0,347,38,11,260,0,0,64,0,710,228,349,5,0,0,11,0,3,594,20,860,1207,4,1,auburn gresham,61.025
71,2018,1656,23,75,412,7,63,225,318,1,1,382,42,8,315,1,0,38,0,717,187,304,6,0,0,5,1,8,555,16,815,1188,0,7,auburn gresham,60.06666667
72,2011,137,1,16,38,0,0,41,142,0,0,87,0,0,5,0,0,7,0,56,37,42,3,0,0,0,0,2,98,4,162,358,2,0,beverly,130.7454545
72,2012,131,2,9,27,0,3,67,113,0,0,81,4,3,5,0,0,7,0,70,27,43,0,0,0,0,0,3,83,1,166,361,1,0,beverly,129.03333329999998
72,2013,127,1,11,29,1,3,27,66,0,0,73,3,0,2,0,0,10,0,70,22,56,2,0,0,3,0,4,100,3,110,298,1,0,beverly,149.7
72,2014,99,0,12,27,0,2,25,77,0,0,103,3,0,3,0,0,5,0,53,21,24,3,0,0,1,1,1,69,6,114,253,2,0,beverly,148.775
72,2015,101,0,13,14,0,1,24,62,0,0,109,2,1,2,0,0,3,0,61,38,20,2,0,0,0,0,2,66,1,146,323,0,0,beverly,150.05
72,2016,110,0,13,18,0,2,47,98,0,0,111,2,2,7,0,0,2,0,56,27,22,1,0,0,0,0,0,84,6,136,244,0,0,beverly,152.91666669999998
72,2017,98,0,12,10,0,1,41,64,0,0,100,2,0,1,0,0,2,0,63,29,24,1,0,0,1,0,1,78,3,129,238,0,0,beverly,157.70833330000002
72,2018,114,3,12,12,0,2,39,62,0,0,103,5,1,2,0,0,1,0,57,35,9,1,0,0,1,1,2,86,1,123,242,1,0,beverly,143.8666667
73,2011,718,5,26,400,0,14,250,407,15,0,147,19,7,74,0,0,26,0,247,78,170,3,0,0,2,0,2,266,11,512,758,2,0,washington heights,37.49090909
73,2012,733,5,29,386,0,24,200,283,10,0,159,18,1,54,0,0,33,0,263,86,223,3,0,0,2,0,1,256,9,450,738,0,0,washington heights,42.9875
73,2013,660,8,36,408,2,16,124,218,10,0,172,24,4,71,0,0,45,0,271,75,228,5,0,0,0,0,2,250,10,421,852,0,0,washington heights,52.73333333
73,2014,561,6,35,293,2,17,139,169,4,0,191,15,2,51,0,0,23,0,228,104,128,4,0,0,2,1,0,231,11,318,665,1,0,washington heights,57.99166667
73,2015,603,9,31,244,1,14,134,177,8,0,241,25,2,38,0,0,23,0,255,79,106,7,0,0,2,1,0,265,12,396,491,1,0,washington heights,65.63333333
73,2016,586,15,54,126,0,12,154,179,0,0,204,11,1,51,0,0,20,0,221,94,151,9,0,0,1,0,0,306,4,451,565,1,0,washington heights,83.3875
73,2017,603,17,47,64,1,17,145,194,1,0,180,17,5,60,1,0,12,0,214,81,138,6,0,0,3,2,1,250,9,408,609,0,1,washington heights,77.87916667
73,2018,616,6,35,77,0,12,157,169,1,0,224,16,2,60,0,0,18,0,256,130,92,4,0,0,3,0,2,279,14,383,628,0,0,washington heights,83.03333333
74,2011,125,0,18,37,0,1,15,29,0,0,37,2,2,2,0,0,5,0,59,19,9,1,0,0,3,0,3,68,3,125,164,0,0,mount greenwood,147.38181819999997
74,2012,107,0,16,17,0,2,16,20,0,0,36,6,0,0,0,0,4,0,48,19,10,4,0,0,0,0,6,68,0,116,211,1,0,mount greenwood,139.85
74,2013,96,0,13,16,0,1,4,38,0,0,43,2,0,1,0,0,6,0,37,15,9,16,0,0,1,1,0,48,2,98,179,0,0,mount greenwood,154.95833330000002
74,2014,90,0,22,18,0,1,19,35,0,0,57,0,0,1,0,0,3,0,52,26,4,3,0,0,0,0,1,64,8,94,173,0,0,mount greenwood,163.2583333
74,2015,87,0,16,13,0,5,11,19,0,0,81,6,1,2,0,0,1,0,62,19,6,4,0,0,0,0,2,60,1,62,158,2,0,mount greenwood,175.9666667
74,2016,107,0,11,12,0,1,8,30,0,0,79,2,2,0,0,0,4,0,26,17,10,0,0,0,0,0,0,56,2,82,163,1,0,mount greenwood,176.9833333
74,2017,91,0,19,4,0,0,18,21,0,0,73,0,1,2,0,0,2,0,43,25,7,3,0,0,1,0,1,45,2,67,159,1,0,mount greenwood,180.8
74,2018,74,1,11,5,0,0,14,25,0,0,69,3,0,1,0,0,1,0,38,33,7,3,0,0,1,0,3,48,1,71,157,0,0,mount greenwood,179.1
75,2011,535,4,12,229,0,16,130,278,3,0,113,12,3,32,0,0,25,0,190,70,98,4,0,0,0,1,1,168,14,328,646,0,0,morgan park,73.72727273
75,2012,433,4,34,213,0,9,144,201,2,0,147,6,7,34,0,0,20,0,166,59,93,0,0,0,1,0,2,171,7,318,640,2,0,morgan park,54.10833333
75,2013,429,5,28,218,0,6,89,121,1,0,149,10,1,29,0,0,14,0,189,45,84,6,0,0,0,0,1,168,6,257,635,3,0,morgan park,66.53333333
75,2014,377,5,29,178,0,9,76,113,1,0,136,10,1,28,0,0,24,0,142,60,56,7,0,0,1,1,0,145,12,209,529,0,0,morgan park,94.99166667
75,2015,345,6,17,138,0,10,71,99,1,0,185,8,1,22,0,0,12,0,171,41,59,1,0,0,1,1,0,166,2,236,491,3,0,morgan park,96.16666667
75,2016,391,5,33,65,0,4,67,110,0,0,192,5,4,22,0,0,17,0,155,45,50,3,0,0,0,0,1,165,4,255,406,2,0,morgan park,114.46666670000002
75,2017,397,4,31,35,0,5,80,117,0,0,159,9,2,38,0,0,17,0,153,51,61,2,0,0,1,0,0,166,9,286,491,1,0,morgan park,112.44166670000001
75,2018,402,3,39,48,0,10,79,91,0,0,161,15,4,38,1,2,18,0,168,77,27,3,0,0,1,1,3,172,5,238,528,0,2,morgan park,100.3
76,2011,166,0,5,158,2,2,38,18,0,0,120,3,1,4,0,0,11,0,54,170,10,0,0,0,0,0,2,477,10,125,562,0,0,ohare,153.2
76,2012,150,1,4,198,0,4,69,29,0,0,129,1,0,7,1,0,10,0,64,96,10,0,0,0,1,1,1,344,5,124,583,0,0,ohare,191.05
76,2013,147,0,11,222,4,3,63,23,0,0,121,1,0,1,0,0,19,0,64,82,8,0,0,0,0,0,1,683,5,112,563,0,0,ohare,197.80833330000002
76,2014,160,1,3,190,8,1,94,19,0,0,123,5,1,8,1,0,8,0,66,145,8,1,0,0,1,0,0,592,1,115,462,0,1,ohare,176.20833330000002
76,2015,170,1,6,138,0,0,46,17,0,0,160,4,0,7,4,0,49,0,78,177,17,0,0,1,1,0,0,233,6,112,517,0,2,ohare,223.225
76,2016,172,0,2,173,0,1,102,19,0,0,248,6,0,2,4,0,32,0,76,142,13,0,0,0,1,0,0,128,4,120,548,0,8,ohare,215.9
76,2017,197,1,3,139,0,2,77,16,0,0,254,2,1,7,3,0,22,0,86,153,6,2,0,0,2,0,1,93,4,94,501,0,20,ohare,204.85
76,2018,205,0,6,65,0,3,67,16,0,0,242,4,0,11,7,0,19,0,82,96,4,0,1,0,0,0,1,71,8,113,584,1,27,ohare,237.6333333
77,2011,557,3,13,191,0,3,165,234,1,0,163,14,1,21,0,0,27,0,158,79,128,0,0,0,3,0,13,241,17,309,996,2,0,edgewater,124.3818182
77,2012,525,5,11,151,0,9,123,271,3,0,161,16,2,15,0,0,20,0,176,87,98,0,0,0,2,0,8,221,19,354,999,0,0,edgewater,142.125
77,2013,433,2,19,103,0,9,90,173,1,0,170,10,3,18,0,0,20,0,152,99,100,1,0,0,0,0,7,193,13,231,868,0,0,edgewater,163.93333330000002
77,2014,394,2,15,111,0,1,78,100,0,0,207,16,4,12,0,0,14,0,129,61,62,0,0,0,0,0,3,172,17,219,714,0,0,edgewater,177.75
77,2015,374,2,10,58,0,2,95,109,1,0,198,19,1,16,0,0,18,0,148,82,54,0,0,0,2,0,3,155,9,218,684,1,0,edgewater,187.0916667
77,2016,388,1,12,45,0,2,97,131,0,0,280,30,1,18,0,0,10,0,140,59,92,1,0,0,1,1,0,136,13,213,717,0,0,edgewater,192.95833330000002
77,2017,441,2,15,33,0,3,88,108,0,0,304,18,2,10,1,0,9,0,136,97,92,0,0,0,1,0,3,139,10,236,885,3,1,edgewater,200.7666667
77,2018,477,1,11,17,0,4,96,154,0,0,294,27,2,6,1,1,7,0,190,113,76,0,0,0,0,2,4,139,16,293,839,2,0,edgewater,193.7666667
